delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag,order_vlaue,age,home_zone,customer_type,signup_date,loyalty_score,app_engagement_score,preferred_channel,account_status,base_zone,employment_type,years_experience,training_score,driver_rating,shift_preference,active_flag,vehicle_type,assigned_zone,commission_date,battery_health_pct,odometer_km,maintenance_status,telematics_version,hub_name,zone,hub_type,capacity_score,has_complaint,complaint_count,has_incident,incident_count
DL00701,O00440,D077,V084,H08,2024-12-03 03:36:00,2024-12-04 09:00:24,Failed,12.65,0,0,5.0,10.83,C0032,Passenger,2024-12-03 02:05:00,12,East,East,High,56.81,App,0,56.81,69,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-06-17 10:09:00,85.0,40.5,Phone,Dormant,South,FullTime,8,64.9,3.68,Morning,1,CargoVan,Riverside,2024-12-23 06:28:00,47.6,53872,InRepair,v2.1,Midtown Relay,Central,Charging,63,1.0,1.0,0.0,0.0
DL00702,O00143,D104,V086,H06,2025-03-07 13:02:00,2025-03-08 13:13:35,OnTime,18.33,2,0,4.86,10.36,C0545,Passenger,2025-03-07 11:30:00,24,Ctr,Central,Medium,69.38,App,0,69.38,18,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-07-05 12:10:00,66.9,72.4,App,Active,West,FullTime,15,87.7,3.45,Morning,1,EV,Central,2024-02-25 07:56:00,82.8,42307,Scheduled,v2.2,Airport Hub,Airport,Dispatch,71,0.0,0.0,0.0,0.0
DL00703,O01098,D136,V020,H06,2025-04-24 09:34:00,2025-04-24 15:44:51,Delayed,11.16,1,0,2.82,12.56,C0093,Retail,2025-04-24 07:39:00,2,North,Riverside,Low,17.79,Web,0,17.79,48,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-08-16 17:34:00,41.2,56.3,App,Active,Airport,FullTime,4,89.5,3.99,Evening,1,Hybrid,Riverside,2024-10-26 11:25:00,82.3,187051,Scheduled,v2.1,Airport Hub,Airport,Dispatch,71,0.0,0.0,1.0,1.0
DL00704,O01009,D058,V084,H08,2024-06-01 06:49:00,2024-06-01 07:25:55,OnTime,1.84,0,0,4.35,5.9,C0545,Passenger,2024-06-01 04:33:00,4,East,Riverside,Medium,167.86,Web,1,167.86,18,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-07-05 12:10:00,66.9,72.4,App,Active,Airport,FullTime,9,82.7,4.27,Flexible,1,CargoVan,Riverside,2024-12-23 06:28:00,47.6,53872,InRepair,v2.1,Midtown Relay,Central,Charging,63,0.0,0.0,0.0,0.0
DL00705,O00084,D010,V061,H03,2025-05-13 08:46:00,2025-05-14 05:31:07,Failed,15.18,2,0,4.04,12.68,C0103,Passenger,2025-05-13 06:02:00,4,West,North,High,157.73,Phone,1,157.73,20,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-12-18 14:51:00,71.4,74.2,Web,Active,West,FullTime,8,70.0,3.95,Evening,1,Diesel,South,2025-08-06 20:40:00,60.3,126438,Active,v2.2,East Dock,East,Warehouse,74,0.0,0.0,0.0,0.0
DL00706,O00625,D164,V117,H08,2025-07-12 06:16:00,2025-07-13 05:40:23,OnTime,15.14,0,0,4.37,11.27,C0376,Business,2025-07-12 06:05:00,24,West,South,Medium,77.48,Phone,1,77.48,40,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2025-05-31 02:13:00,61.3,46.8,Phone,Active,Central,FullTime,5,76.1,4.07,Flexible,1,Hybrid,South,2025-01-11 11:13:00,65.5,163683,Scheduled,v2.2,Midtown Relay,Central,Charging,63,0.0,0.0,1.0,1.0
DL00707,O00514,D022,V013,H02,2025-11-12 08:13:00,2025-11-12 08:13:00,OnTime,9.89,1,0,4.15,16.04,C0280,Passenger,2025-11-12 07:25:00,2,East,Central,Low,126.79,Phone,0,126.79,58,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2025-01-31 06:58:00,55.5,98.2,Phone,Active,East,FullTime,9,68.7,3.36,Flexible,1,CargoVan,West,2025-07-17 18:07:00,68.3,153106,Scheduled,v2.0,South Link,South,Dispatch,78,0.0,0.0,1.0,1.0
DL00708,O00323,D089,V035,H07,2024-11-01 15:56:00,2024-11-01 20:54:40,OnTime,7.15,1,0,4.49,3.79,C0487,Retail,2024-11-01 15:13:00,4,South,North,Low,22.09,Phone,0,22.09,61,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2024-06-15 04:00:00,63.9,88.5,Web,Active,Ctr,FullTime,2,71.1,4.57,Night,1,CargoVan,East,2025-07-03 09:34:00,83.6,73804,Active,v2.0,Riverside Hub,Riverside,Warehouse,66,0.0,0.0,0.0,0.0
DL00709,O00580,D125,V020,H02,2024-02-12 07:41:00,2024-02-12 10:11:17,Delayed,14.43,1,1,4.39,8.47,C0461,Retail,2024-02-12 06:39:00,1,West,Riverside,Critical,78.71,App,0,78.71,55,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-12-27 19:22:00,54.5,76.2,App,Active,North,PartTime,15,90.5,4.07,Morning,1,Hybrid,Riverside,2024-10-26 11:25:00,82.3,187051,Scheduled,v2.1,South Link,South,Dispatch,78,0.0,0.0,0.0,0.0
DL00710,O00262,D116,V119,H06,2024-02-28 06:22:00,2024-02-28 07:32:37,OnTime,1.39,2,0,4.12,12.47,C0265,Passenger,2024-02-28 04:38:00,6,Central,Central,High,151.47,Phone,1,151.47,26,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-09-06 04:21:00,55.8,25.4,App,Active,Central,FullTime,4,58.2,4.19,Morning,1,EV,Riverside,2025-08-17 06:19:00,67.6,215407,InRepair,v2.1,Airport Hub,Airport,Dispatch,71,0.0,0.0,0.0,0.0
DL00711,O00484,D028,V120,H08,2024-03-10 14:43:00,2024-03-11 13:39:05,OnTime,16.19,3,0,3.77,8.83,C0152,Parcel,2024-03-10 13:36:00,24,East,Riverside,Critical,134.61,App,0,134.61,61,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-06-30 15:32:00,66.2,63.3,App,Dormant,North,FullTime,11,83.0,4.07,Flexible,1,EV,Central,2025-05-02 16:13:00,73.6,192246,Active,v2.0,Midtown Relay,Central,Charging,63,0.0,0.0,0.0,0.0
DL00712,O01056,D134,V012,H07,2024-12-20 00:40:00,2024-12-20 11:07:55,Delayed,11.83,1,0,4.95,3.1,C0203,Retail,2024-12-19 22:48:00,4,East,Airport,Medium,111.26,Phone,1,111.26,33,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-06-01 17:12:00,59.6,66.8,App,Active,South,PartTime,4,61.5,3.59,Flexible,1,Hybrid,South,2024-04-15 00:26:00,56.2,52021,Active,v2.1,Riverside Hub,Riverside,Warehouse,66,0.0,0.0,0.0,0.0
DL00713,O00728,D044,V039,H03,2024-10-21 06:15:00,2024-10-22 04:27:26,OnTime,21.4,0,0,4.63,26.99,C0610,Parcel,2024-10-21 04:41:00,24,South,Riverside,Low,50.95,App,0,50.95,55,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-12-03 16:16:00,65.3,73.5,App,Active,Airport,FullTime,11,79.4,4.05,Night,1,EV,East,2025-01-01 01:38:00,69.5,37024,InRepair,v1.9,East Dock,East,Warehouse,74,0.0,0.0,0.0,0.0
DL00714,O00078,D140,V110,H04,2025-10-06 05:23:00,2025-10-06 11:04:38,OnTime,10.21,0,0,4.53,20.77,C0434,Parcel,2025-10-06 03:35:00,6,West,Riverside,Medium,94.04,App,0,94.04,62,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-04-08 13:31:00,45.0,46.0,Web,Active,North,FullTime,7,80.1,3.92,Morning,1,EV,East,2025-03-22 01:17:00,85.1,63717,Active,v2.1,West Gate,West,Dispatch,69,0.0,0.0,1.0,1.0
DL00715,O00621,D148,V098,H02,2025-05-15 19:44:00,2025-05-16 16:03:00,Delayed,37.21,2,0,4.05,18.77,C0026,Parcel,2025-05-15 19:01:00,12,Airport,Airport,Medium,103.8,App,0,103.8,34,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Enterprise,2024-09-11 05:44:00,70.6,74.8,Phone,Active,Central,PartTime,10,53.1,4.4,Flexible,1,Diesel,West,2025-12-29 15:01:00,69.7,73011,Active,v2.1,South Link,South,Dispatch,78,1.0,1.0,0.0,0.0
DL00716,O00221,D158,V074,H08,2024-10-06 05:06:00,2024-10-06 15:10:08,OnTime,3.43,1,0,3.66,8.24,C0298,Parcel,2024-10-06 02:32:00,12,South,Airport,Medium,16.07,Phone,0,16.07,63,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-03-07 12:24:00,66.9,88.6,App,Dormant,Central,FullTime,5,81.4,4.45,Morning,1,CargoVan,East,2025-06-05 03:01:00,62.4,18034,Active,v2.1,Midtown Relay,Central,Charging,63,0.0,0.0,0.0,0.0
DL00717,O00530,D106,V016,H01,2024-03-31 08:10:00,2024-03-31 16:23:04,Delayed,28.07,3,0,4.26,17.52,C0618,Medical,2024-03-31 06:08:00,4,Airport,North,Low,45.66,App,1,45.66,64,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-09-01 12:58:00,68.4,72.1,Phone,Active,Central,Contract,12,71.9,3.66,Morning,1,EV,West,2024-10-13 19:38:00,63.5,84395,Active,v2.1,North Exchange,North,Dispatch,82,0.0,0.0,0.0,0.0
DL00718,O00945,D067,V081,H01,2025-11-10 15:32:00,2025-11-11 06:12:24,Delayed,9.2,0,0,2.3,15.84,C0567,Retail,2025-11-10 12:53:00,6,North,North,Medium,155.97,App,0,155.97,74,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-02-18 04:31:00,79.7,64.9,App,Active,West,FullTime,11,77.0,4.84,Morning,1,EV,West,2024-12-28 08:10:00,86.6,165481,Active,v2.2,North Exchange,North,Dispatch,82,0.0,0.0,0.0,0.0
DL00719,O00138,D124,V020,H08,2025-10-02 07:02:00,2025-10-02 12:15:45,Delayed,16.1,1,0,3.88,18.38,C0149,Business,2025-10-02 04:25:00,2,South,Airport,Medium,99.38,Phone,0,99.38,63,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-09-19 16:38:00,58.7,100.0,App,Active,North,FullTime,4,70.6,3.78,Night,1,Hybrid,Riverside,2024-10-26 11:25:00,82.3,187051,Scheduled,v2.1,Midtown Relay,Central,Charging,63,0.0,0.0,0.0,0.0
DL00720,O01179,D097,V102,H06,2025-10-13 21:10:00,2025-10-14 08:32:17,Delayed,9.37,1,0,3.0,9.84,C0207,Passenger,2025-10-13 18:48:00,6,Riverside,Central,High,64.87,App,0,64.87,54,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-05-21 17:53:00,65.7,72.4,App,Active,West,FullTime,2,79.1,4.48,Flexible,1,EV,West,2024-10-24 12:35:00,77.0,198326,Active,v2.0,Airport Hub,Airport,Dispatch,71,1.0,1.0,1.0,1.0
DL00721,O00742,D086,V017,H04,2025-08-27 17:58:00,2025-08-28 08:37:04,Delayed,29.21,1,0,3.51,23.07,C0017,Passenger,2025-08-27 17:38:00,12,Airport,West,Critical,45.26,App,0,45.26,30,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2025-11-29 05:06:00,72.1,55.4,App,Active,North,PartTime,14,70.6,5.0,Flexible,1,Hybrid,Riverside,2024-04-23 12:54:00,82.4,169703,InRepair,v2.2,West Gate,West,Dispatch,69,0.0,0.0,0.0,0.0
DL00722,O00289,D097,V083,H04,2024-08-24 02:33:00,2024-08-25 00:27:20,OnTime,16.76,0,0,4.24,19.9,C0574,Parcel,2024-08-23 23:39:00,24,North,East,High,20.53,App,0,20.53,54,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2025-08-26 04:13:00,76.4,57.9,App,Active,West,FullTime,2,79.1,4.48,Flexible,1,CargoVan,North,2024-04-11 18:04:00,79.3,42073,Active,v2.2,West Gate,West,Dispatch,69,0.0,0.0,0.0,0.0
DL00723,O00477,D050,V108,H03,2025-10-29 14:40:00,2025-10-30 01:19:52,Delayed,6.67,2,1,3.25,17.41,C0441,Passenger,2025-10-29 11:59:00,2,West,Central,Medium,189.25,Phone,0,189.25,42,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-10-13 18:17:00,66.3,66.0,Phone,Active,North,FullTime,6,87.4,3.9,Evening,1,Diesel,Airport,2025-01-31 06:29:00,54.6,141290,InRepair,v1.9,East Dock,East,Warehouse,74,0.0,0.0,0.0,0.0
DL00724,O00024,D003,V042,H01,2024-10-10 07:43:00,2024-10-10 10:21:10,OnTime,17.9,0,0,4.76,14.39,C0397,Passenger,2024-10-10 05:01:00,6,South,Riverside,High,132.2,App,1,132.2,33,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-01-03 02:17:00,51.3,34.6,Web,Suspended,Airport,FullTime,11,96.5,5.0,Evening,1,EV,East,2025-06-21 07:06:00,80.5,215870,InRepair,v1.9,North Exchange,North,Dispatch,82,0.0,0.0,1.0,1.0
DL00725,O01115,D140,V094,H06,2025-11-29 00:00:00,2025-11-29 16:20:27,Failed,13.65,1,0,2.1,12.34,C0492,Business,2025-11-28 22:50:00,1,West,Ctr,Medium,63.15,Web,0,63.15,22,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-06-24 04:22:00,60.0,65.6,Phone,Active,North,FullTime,7,80.1,3.92,Morning,1,CargoVan,Central,2025-05-22 02:15:00,65.9,159262,Scheduled,v1.9,Airport Hub,Airport,Dispatch,71,0.0,0.0,1.0,2.0
DL00726,O00085,D045,V023,H03,2024-03-02 09:54:00,2024-03-02 12:02:36,OnTime,14.37,0,0,5.0,2.5,C0505,Passenger,2024-03-02 08:19:00,4,North,Riverside,Low,23.13,App,0,23.13,36,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-08-11 01:25:00,51.9,100.0,Phone,Active,North,FullTime,2,59.6,4.12,Flexible,1,Hybrid,East,2024-01-07 23:54:00,70.7,188387,Active,v2.1,East Dock,East,Warehouse,74,0.0,0.0,0.0,0.0
DL00727,O00520,D164,V080,H08,2024-07-07 13:40:00,2024-07-07 21:11:10,Delayed,5.25,0,0,3.43,3.23,C0539,Passenger,2024-07-07 13:21:00,2,Central,Airport,Low,36.42,App,0,36.42,21,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-09-20 08:57:00,49.0,45.8,Web,Dormant,Central,FullTime,5,76.1,4.07,Flexible,1,EV,East,2024-05-27 22:15:00,100.0,68844,Active,v1.9,Midtown Relay,Central,Charging,63,1.0,1.0,0.0,0.0
DL00728,O00951,D128,V093,H01,2024-04-30 16:16:00,2024-05-01 02:12:49,Delayed,11.96,0,1,4.54,8.65,C0199,Passenger,2024-04-30 15:30:00,6,East,Airport,Low,208.66,Phone,0,208.66,64,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-05-27 21:11:00,73.4,28.6,Phone,Active,Central,Contract,13,84.7,3.32,Morning,1,CargoVan,Central,2025-03-04 19:16:00,69.2,119136,Scheduled,v2.0,North Exchange,North,Dispatch,82,0.0,0.0,0.0,0.0
DL00729,O00638,D004,V060,H04,2025-05-26 13:22:00,2025-05-26 17:18:46,OnTime,5.33,1,0,4.2,9.65,C0257,Passenger,2025-05-26 10:56:00,6,West,West,Medium,54.63,App,0,54.63,34,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-04-30 08:51:00,55.0,93.1,App,Active,Airport,PartTime,13,88.9,4.75,Morning,1,CargoVan,Ctr,2025-09-09 03:22:00,80.2,65113,InRepair,v2.0,West Gate,West,Dispatch,69,0.0,0.0,0.0,0.0
DL00730,O00191,D170,V025,H05,2025-04-02 03:32:00,2025-04-02 14:46:58,OnTime,8.68,1,0,4.06,5.48,C0641,Parcel,2025-04-02 00:53:00,12,Central,North,Medium,151.09,Phone,1,151.09,46,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-10-08 20:18:00,79.7,40.3,App,Active,West,FullTime,14,75.2,4.48,Morning,1,Diesel,Airport,2024-11-03 05:34:00,42.0,52074,Active,v2.1,Central Core,Central,Control,88,0.0,0.0,0.0,0.0
DL00731,O00386,D158,V042,H05,2024-12-16 21:08:00,2024-12-17 15:02:20,Failed,18.68,3,1,3.05,12.76,C0250,Medical,2024-12-16 18:34:00,6,Central,Ctr,Medium,95.67,Web,0,95.67,58,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2024-02-21 20:01:00,59.6,63.6,App,Suspended,Central,FullTime,5,81.4,4.45,Morning,1,EV,East,2025-06-21 07:06:00,80.5,215870,InRepair,v1.9,Central Core,Central,Control,88,0.0,0.0,0.0,0.0
DL00732,O00748,D024,V076,H01,2025-07-23 06:45:00,2025-07-24 15:06:33,Failed,11.16,1,0,3.55,15.34,C0412,Parcel,2025-07-23 06:18:00,24,West,South,Low,41.63,API,0,41.63,70,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-09-12 10:23:00,70.3,29.9,App,Active,Riverside,PartTime,8,71.4,3.35,Evening,1,Diesel,Central,2025-06-19 15:52:00,65.8,106063,InRepair,v1.9,North Exchange,North,Dispatch,82,0.0,0.0,0.0,0.0
DL00733,O00252,D009,V114,H03,2024-03-10 16:48:00,2024-03-10 18:13:36,OnTime,21.06,0,0,3.48,18.64,C0232,Parcel,2024-03-10 15:20:00,1,East,North,Low,66.88,Phone,0,66.88,45,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2025-02-07 00:19:00,27.7,70.8,App,Active,Airport,FullTime,15,63.4,3.8,Night,1,Hybrid,North,2024-10-03 17:53:00,90.0,84649,Active,v2.2,East Dock,East,Warehouse,74,0.0,0.0,0.0,0.0
DL00734,O00317,D106,V089,H02,2025-01-19 23:25:00,2025-01-20 05:14:31,OnTime,12.54,0,0,3.99,12.79,C0094,Passenger,2025-01-19 21:40:00,6,Riverside,West,High,236.09,App,1,236.09,22,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-05-29 10:40:00,58.0,61.6,Phone,Active,Central,Contract,12,71.9,3.66,Morning,1,CargoVan,Central,2025-09-27 07:15:00,93.6,136082,InRepair,v1.9,South Link,South,Dispatch,78,0.0,0.0,1.0,1.0
DL00735,O00190,D150,V082,H01,2024-12-28 08:40:00,2024-12-28 08:40:00,OnTime,13.27,0,0,3.68,10.58,C0622,Parcel,2024-12-28 06:44:00,1,South,North,Medium,31.72,Phone,0,31.72,22,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-01-28 13:46:00,54.2,26.8,Phone,Dormant,East,FullTime,12,88.1,4.08,Night,1,EV,Ctr,2024-02-03 08:40:00,81.2,81518,Active,v2.1,North Exchange,North,Dispatch,82,1.0,2.0,0.0,0.0
DL00736,O00732,D123,V100,H02,2025-06-05 11:32:00,2025-06-06 04:00:13,Failed,13.5,0,0,2.19,13.81,C0579,Passenger,2025-06-05 08:38:00,4,East,Central,Medium,165.97,Phone,0,165.97,61,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-03-06 20:09:00,82.4,85.3,App,Active,Riverside,FullTime,3,93.5,4.12,Flexible,1,CargoVan,East,2024-06-23 11:24:00,60.1,31876,Active,v2.0,South Link,South,Dispatch,78,0.0,0.0,0.0,0.0
DL00737,O00247,D146,V015,H01,2024-07-13 21:14:00,2024-07-13 23:35:31,OnTime,15.68,1,0,4.03,10.54,C0613,Parcel,2024-07-13 18:59:00,4,East,South,High,124.3,App,0,124.3,40,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-06-03 00:10:00,45.5,60.7,App,Suspended,Airport,Contract,1,75.2,4.36,Morning,1,CargoVan,Airport,2024-06-02 13:54:00,78.2,67614,InRepair,v1.9,North Exchange,North,Dispatch,82,0.0,0.0,0.0,0.0
DL00738,O01163,D071,V022,H06,2024-09-10 01:38:00,2024-09-10 14:25:27,Delayed,7.16,0,0,3.63,8.91,C0399,Parcel,2024-09-10 00:16:00,4,North,East,Low,13.49,App,1,13.49,61,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2024-05-06 17:48:00,93.0,54.8,Phone,Active,Central,PartTime,12,56.7,4.49,Evening,1,Hybrid,South,2025-01-28 20:20:00,89.6,44499,Scheduled,v2.1,Airport Hub,Airport,Dispatch,71,0.0,0.0,0.0,0.0
DL00739,O00644,D087,V078,H08,2025-11-03 10:33:00,2025-11-04 00:52:43,Delayed,7.6,1,0,3.28,15.7,C0084,Business,2025-11-03 08:47:00,6,East,Airport,High,6.28,App,0,6.28,33,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-12-16 23:16:00,55.8,61.9,Web,Active,North,Contract,13,73.3,4.43,Night,1,CargoVan,North,2024-03-04 20:00:00,78.4,153638,Active,v2.1,Midtown Relay,Central,Charging,63,1.0,1.0,1.0,1.0
DL00740,O00889,D029,V021,H02,2024-02-24 23:01:00,2024-02-25 01:20:53,OnTime,15.64,0,0,3.98,11.85,C0322,Retail,2024-02-24 20:42:00,4,West,West,Critical,40.25,App,0,40.25,77,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-05-24 17:14:00,79.2,60.9,App,Active,East,Contract,2,70.2,3.84,Flexible,1,Diesel,Central,2025-06-22 17:38:00,83.0,71294,Active,v2.2,South Link,South,Dispatch,78,0.0,0.0,0.0,0.0
DL00741,O00689,D113,V091,H01,2025-09-29 16:16:00,2025-09-29 22:27:15,Delayed,15.66,1,0,1.65,8.71,C0349,Passenger,2025-09-29 14:32:00,4,Riverside,Riverside,Medium,6.04,App,1,6.04,24,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Enterprise,2025-12-18 20:54:00,34.7,43.9,Phone,Active,Airport,PartTime,8,70.5,4.47,Evening,1,Hybrid,East,2025-08-24 05:20:00,58.5,172956,Active,v1.9,North Exchange,North,Dispatch,82,0.0,0.0,0.0,0.0
DL00742,O00326,D056,V033,H06,2024-11-03 10:06:00,2024-11-04 02:59:58,Delayed,13.55,0,1,2.51,15.1,C0178,Passenger,2024-11-03 09:05:00,12,West,West,Medium,242.48,Web,0,242.48,45,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-07-04 08:48:00,58.0,16.1,Phone,Active,West,FullTime,12,74.6,4.45,Evening,1,EV,Airport,2024-09-19 18:57:00,78.6,55241,InRepair,v2.2,Airport Hub,Airport,Dispatch,71,1.0,1.0,0.0,0.0
DL00743,O00171,D158,V083,H03,2025-05-01 03:28:00,2025-05-01 03:30:56,OnTime,33.77,0,0,5.0,13.64,C0447,Parcel,2025-05-01 02:08:00,1,Airport,Airport,Critical,63.41,App,0,63.41,42,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-03-07 12:16:00,28.5,43.4,App,Active,Central,FullTime,5,81.4,4.45,Morning,1,CargoVan,North,2024-04-11 18:04:00,79.3,42073,Active,v2.2,East Dock,East,Warehouse,74,1.0,1.0,1.0,1.0
DL00744,O00899,D052,V062,H06,2025-02-04 09:43:00,2025-02-04 23:30:54,Delayed,25.36,5,0,1.64,13.11,C0440,Passenger,2025-02-04 07:21:00,6,Airport,Riverside,Critical,184.27,Web,0,184.27,48,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-05-04 09:18:00,63.8,100.0,App,Active,Riverside,FullTime,8,71.7,3.39,Morning,1,Hybrid,North,2024-02-13 22:26:00,89.9,113343,Active,v2.0,Airport Hub,Airport,Dispatch,71,0.0,0.0,0.0,0.0
DL00745,O00333,D092,V072,H07,2025-03-25 06:36:00,2025-03-25 23:16:54,Failed,11.35,0,0,4.29,13.37,C0123,Medical,2025-03-25 05:27:00,6,East,Central,Medium,71.97,App,0,71.97,56,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2025-07-15 17:08:00,76.8,40.6,App,Active,East,FullTime,15,88.2,4.24,Evening,1,CargoVan,Airport,2025-02-24 19:07:00,78.1,89109,InRepair,v2.1,Riverside Hub,Riverside,Warehouse,66,1.0,1.0,0.0,0.0
DL00746,O00431,D002,V097,H02,2025-03-29 13:29:00,2025-03-29 17:02:43,OnTime,14.4,1,0,3.32,11.96,C0425,Retail,2025-03-29 12:23:00,4,South,Riverside,Medium,24.45,App,0,24.45,55,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-12-01 10:29:00,66.3,76.1,App,Dormant,Central,FullTime,4,42.4,3.94,Evening,1,EV,Ctr,2024-11-12 12:56:00,92.1,18680,Active,v2.1,South Link,South,Dispatch,78,0.0,0.0,0.0,0.0
DL00747,O00482,D008,V085,H08,2025-11-10 04:00:00,2025-11-10 08:22:40,OnTime,15.25,1,0,4.27,12.88,C0268,Retail,2025-11-10 01:46:00,6,East,West,Medium,114.62,Phone,0,114.62,65,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Enterprise,2025-08-04 04:00:00,64.3,26.8,App,Active,South,FullTime,9,84.1,3.88,Morning,1,CargoVan,South,2025-09-30 12:01:00,87.3,145652,Active,v2.1,Midtown Relay,Central,Charging,63,0.0,0.0,1.0,1.0
DL00748,O00741,D156,V119,H04,2025-05-30 02:47:00,2025-05-30 16:13:17,Delayed,32.74,1,0,4.04,16.92,C0552,Retail,2025-05-30 01:28:00,6,Airport,North,Low,72.44,App,1,72.44,41,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-04-17 08:34:00,62.4,68.2,App,Active,South,FullTime,14,84.5,3.62,Evening,1,EV,Riverside,2025-08-17 06:19:00,67.6,215407,InRepair,v2.1,West Gate,West,Dispatch,69,1.0,1.0,1.0,1.0
