delivery_id,order_id_x,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag,order_vlaue,age,home_zone,customer_type,signup_date,loyalty_score,app_engagement_score,preferred_channel,account_status,base_zone,employment_type,years_experience,training_score,driver_rating,shift_preference,active_flag,vehicle_type,assigned_zone,commission_date,battery_health_pct,odometer_km,maintenance_status,telematics_version,hub_name,zone,hub_type,capacity_score,complaint_id,order_id_y,complaint_type,channel,severity_x,created_at,status,resolution_days,compensation_amount,incident_id,incident_type,reported_at,severity_y,resolution_status,resolved_hours,delay_minutes,risk_score
DL00683,O00560,D102,V008,H03,2025-08-05 18:41:00,2025-08-06 09:14:19,Delayed,21.04,0,0,2.52,19.01,C0260,Passenger,2025-08-05 17:02:00,6,Riverside,EAST,Medium,62.52,Web,1,62.52,21,East,Consumer,2025-10-27 14:31:00,64.3,57.5,App,Active,East,PartTime,10,67.6,4.62,Morning,1,EV,RiverSide,2025-06-14 03:47:00,90.5,49711,Active,v2.0,East Dock,East,Warehouse,74,,,,,,,,,,,,,,,,873.3166666666667,0.234456418910281
DL00684,O00986,D026,V027,H08,2024-02-06 11:40:00,2024-02-07 19:38:29,Delayed,12.6,1,1,3.71,10.36,C0303,Parcel,2024-02-06 09:28:00,24,South,South,Medium,111.61,Phone,0,111.61,66,NORTH,Consumer,2025-10-12 04:15:00,76.7,70.4,Web,Active,NORTH,PartTime,4,84.9,3.15,Night,0,Diesel,SOUTH,2025-08-12 12:37:00,78.6,51052,InRepair,v2.2,Midtown Relay,Central,Charging,63,,,,,,,,,,I0034,AppSyncError,2024-02-06 14:01:00,Medium,PendingVendor,23.7,1918.4833333333333,0.6150488353660095
DL00685,O00113,D002,V042,H03,2024-02-12 05:54:00,2024-02-12 22:59:20,Failed,10.66,1,0,2.68,10.8,C0640,Business,2024-02-12 03:36:00,2,East,north,High,113.54,App,0,113.54,55,north,SME,2025-10-11 02:52:00,50.8,65.6,Web,Dormant,Central,FullTime,4,42.4,3.94,Evening,1,EV,East,2025-06-21 07:06:00,80.5,215870,InRepair,v1.9,East Dock,East,Warehouse,74,,,,,,,,,,I0019,BatteryAlert,2024-02-12 07:05:00,High,Closed,11.3,1025.3333333333333,0.37526782746541887
DL00686,O00523,D083,V002,H08,2025-11-04 08:01:00,2025-11-04 12:17:37,OnTime,24.04,3,0,5.0,12.99,C0181,Medical,2025-11-04 06:41:00,6,Airport,Airport,Low,82.31,Web,1,82.31,41,West,Consumer,2024-06-01 17:58:00,51.2,67.7,App,Dormant,North,FullTime,12,80.8,4.16,Flexible,1,EV,AIRPORT,2024-04-21 16:14:00,67.9,159368,InRepair,v2.2,Midtown Relay,Central,Charging,63,,,,,,,,,,,,,,,,256.6166666666667,0.06889302242335915
DL00687,O00328,D168,V072,H06,2024-09-12 07:45:00,2024-09-12 07:45:00,OnTime,16.38,2,0,5.0,15.23,C0491,Business,2024-09-12 05:20:00,2,East,South,Medium,37.78,App,0,37.78,60,Ctr,Consumer,2025-01-14 23:32:00,48.6,57.6,Web,Active,North,FullTime,12,93.6,3.84,Morning,1,CargoVan,AIRPORT,2025-02-24 19:07:00,78.1,89109,InRepair,v2.1,Airport Hub,Airport,Dispatch,71,CP0262,O00438,AppIssue,Chatbot,Low,2026-01-06 18:23:00,Resolved,8.0,29.25,,,,,,,0.0,0.2
DL00688,O00385,D117,V068,H03,2025-10-24 17:08:00,2025-10-24 17:53:05,OnTime,17.58,0,0,4.16,13.79,C0646,Passenger,2025-10-24 15:32:00,4,Riverside,RiverSide,Medium,226.69,Phone,0,226.69,64,SOUTH,SME,2024-12-25 08:59:00,71.4,32.6,App,Active,north,FullTime,1,71.1,3.93,Flexible,1,Hybrid,Riverside,2024-06-28 15:49:00,97.5,73769,InRepair,v2.0,East Dock,East,Warehouse,74,CP0245,O00385,AppIssue,Phone,High,2025-11-02 15:32:00,Resolved,17.0,16.36,I0126,RouteDeviation,2025-10-24 17:22:00,Medium,Closed,6.7,45.083333333333336,0.31210337245276265
DL00688,O00385,D117,V068,H03,2025-10-24 17:08:00,2025-10-24 17:53:05,OnTime,17.58,0,0,4.16,13.79,C0646,Passenger,2025-10-24 15:32:00,4,Riverside,RiverSide,Medium,226.69,Phone,0,226.69,64,SOUTH,SME,2024-12-25 08:59:00,71.4,32.6,App,Active,north,FullTime,1,71.1,3.93,Flexible,1,Hybrid,Riverside,2024-06-28 15:49:00,97.5,73769,InRepair,v2.0,East Dock,East,Warehouse,74,CP0245,O00385,AppIssue,Phone,High,2025-11-02 15:32:00,Resolved,17.0,16.36,I0184,BatteryAlert,2025-10-24 20:34:00,Medium,Open,7.2,45.083333333333336,0.31210337245276265
DL00689,O00165,D087,V048,H07,2024-03-16 15:57:00,2024-03-17 13:28:39,OnTime,16.14,1,0,4.14,18.83,C0275,Retail,2024-03-16 14:08:00,24,North,Central,Low,122.59,App,0,122.59,56,East,Consumer,2024-05-01 17:12:00,59.6,63.7,App,Active,north,Contract,13,73.3,4.43,Night,1,Diesel,Central,2025-10-01 18:21:00,76.1,87659,Active,v2.1,Riverside Hub,Riverside,Warehouse,66,,,,,,,,,,,,,,,,1291.65,0.3467649766050472
DL00690,O00129,D167,V096,H01,2024-12-12 05:16:00,2024-12-13 10:27:02,Failed,17.64,0,0,2.59,15.08,C0538,Retail,2024-12-12 02:28:00,12,Central,north,High,63.08,Phone,0,63.08,28,Central,Enterprise,2024-09-15 05:20:00,84.5,44.3,App,Dormant,SOUTH,PartTime,12,75.3,4.64,Night,1,CargoVan,East,2025-08-21 07:26:00,85.1,193315,InRepair,v2.0,North Exchange,North,Dispatch,82,CP0105,O00129,MissedPickup,Chatbot,Medium,2024-12-19 02:28:00,Resolved,10.0,30.85,I0052,VehicleFault,2024-12-12 07:51:00,Medium,Open,21.6,1751.0333333333333,0.7700940911763953
DL00691,O00022,D055,V091,H01,2025-04-20 21:40:00,2025-04-21 17:33:54,Delayed,4.45,0,0,4.36,13.49,C0594,Retail,2025-04-20 20:56:00,12,Riverside,CENTRAL,Medium,134.88,Phone,0,134.88,70,East,Consumer,2025-10-20 16:41:00,97.4,22.5,Web,Active,Central,FullTime,15,90.5,5.0,Flexible,1,Hybrid,EAST,2025-08-24 05:20:00,58.5,172956,Active,v1.9,North Exchange,North,Dispatch,82,,,,,,,,,,,,,,,,1193.9,0.32052235943852114
DL00692,O00176,D093,V100,H07,2025-04-15 11:14:00,2025-04-15 11:40:03,OnTime,14.91,0,0,3.65,16.9,C0479,Retail,2025-04-15 09:07:00,4,Central,Ctr,Medium,14.76,Phone,0,14.76,48,North,Enterprise,2025-08-03 11:26:00,59.1,53.9,App,Active,South,PartTime,12,75.2,4.43,Flexible,1,CargoVan,East,2024-06-23 11:24:00,60.1,31876,Active,v2.0,Riverside Hub,Riverside,Warehouse,66,,,,,,,,,,,,,,,,26.05,0.006993556799877272
DL00693,O00154,D137,V063,H03,2024-08-20 06:10:00,2024-08-20 23:47:35,Delayed,13.63,0,0,2.62,11.31,C0535,Business,2024-08-20 05:56:00,12,North,Airport,Low,105.88,Web,1,105.88,39,SOUTH,Consumer,2024-06-18 21:50:00,38.6,80.2,Web,Active,North,Contract,10,65.6,4.4,Flexible,1,EV,Central,2024-01-11 00:19:00,73.6,159860,Active,v2.1,East Dock,East,Warehouse,74,CP0005,O00154,Delay,Email,Medium,2024-08-31 05:56:00,Resolved,1.0,16.18,,,,,,,1057.5833333333333,0.4839258776303341
DL00694,O00457,D087,V038,H05,2024-03-31 09:26:00,2024-04-01 08:43:50,Failed,14.66,0,1,1.68,13.68,C0396,Parcel,2024-03-31 06:36:00,12,East,EAST,Medium,123.49,App,0,123.49,76,RiverSide,Consumer,2025-03-29 05:06:00,67.2,85.0,App,Active,north,Contract,13,73.3,4.43,Night,1,CargoVan,CENTRAL,2025-03-16 12:29:00,81.6,68032,Active,v2.1,Central Core,Central,Control,88,CP0107,O01024,Delay,Email,High,2025-12-23 16:37:00,Escalated,7.0,33.22,I0033,BatteryAlert,2024-03-31 09:38:00,Medium,Open,4.3,1397.8333333333333,0.6752716627035872
DL00695,O00195,D017,V067,H06,2024-06-02 20:32:00,2024-06-03 10:47:53,Delayed,18.13,1,0,3.49,16.69,C0404,Retail,2024-06-02 17:59:00,12,Ctr,East,Medium,18.03,App,1,18.03,25,East,Consumer,2025-04-02 06:20:00,59.6,72.3,App,Active,EAST,PartTime,1,75.2,4.34,Morning,1,Hybrid,Ctr,2025-11-15 00:12:00,57.3,176145,Active,v2.0,Airport Hub,Airport,Dispatch,71,,,,,,,,,,,,,,,,855.8833333333333,0.2297761499322441
DL00696,O01210,D016,V035,H07,2025-04-01 13:32:00,2025-04-01 13:43:32,OnTime,4.73,2,0,3.18,11.48,C0581,Medical,2025-04-01 13:00:00,2,Riverside,RiverSide,Medium,198.15,App,0,198.15,78,NORTH,Consumer,2024-09-27 00:03:00,48.1,68.4,App,Dormant,AIRPORT,FullTime,6,81.9,4.31,Evening,1,CargoVan,East,2025-07-03 09:34:00,83.6,73804,Active,v2.0,Riverside Hub,Riverside,Warehouse,66,CP0130,O00618,Delay,Email,High,2025-11-27 10:42:00,AwaitingCustomer,12.0,24.38,,,,,,,11.533333333333333,0.203096315614533
DL00697,O00117,D010,V080,H06,2024-06-10 11:21:00,2024-06-10 22:34:18,OnTime,13.19,1,0,5.0,10.04,C0516,Passenger,2024-06-10 09:38:00,12,East,SOUTH,Medium,87.81,Phone,0,87.81,49,Ctr,Consumer,2025-03-11 12:42:00,88.9,50.3,Web,Active,West,FullTime,8,70.0,3.95,Evening,1,EV,EAST,2024-05-27 22:15:00,100.0,68844,Active,v1.9,Airport Hub,Airport,Dispatch,71,CP0022,O00117,Damage,Chatbot,Low,2024-06-18 09:38:00,AwaitingCustomer,10.0,15.62,,,,,,,673.3,0.3807586101096878
DL00698,O00882,D101,V092,H07,2024-09-01 12:12:00,2024-09-01 22:24:02,Failed,10.97,0,0,3.6,15.95,C0204,Parcel,2024-09-01 10:50:00,2,Ctr,CENTRAL,High,141.57,Phone,0,141.57,78,Riverside,Consumer,2025-06-10 15:15:00,87.1,25.8,App,Active,WEST,FullTime,8,75.6,4.48,Morning,1,Hybrid,East,2024-01-07 14:19:00,80.5,36143,InRepair,v2.1,Riverside Hub,Riverside,Warehouse,66,,,,,,,,,,,,,,,,612.0333333333333,0.16431055201861366
DL00699,O00388,D133,V091,H02,2025-10-07 00:43:00,2025-10-07 04:23:12,OnTime,13.59,1,0,4.11,13.94,C0292,Retail,2025-10-06 23:55:00,4,North,Riverside,High,66.17,App,0,66.17,24,South,Consumer,2025-03-02 11:24:00,73.2,57.9,App,Active,South,Contract,12,88.2,3.99,Flexible,1,Hybrid,EAST,2025-08-24 05:20:00,58.5,172956,Active,v1.9,South Link,South,Dispatch,78,CP0226,O01129,Delay,Chatbot,Low,2025-03-26 15:04:00,Resolved,1.0,6.68,,,,,,,220.2,0.25911636112602593
DL00700,O00027,D099,V115,H06,2025-02-26 02:22:00,2025-02-26 06:50:34,OnTime,8.6,1,0,5.0,9.3,C0024,Parcel,2025-02-26 00:42:00,4,Riverside,north,Medium,96.62,App,0,96.62,66,WEST,Consumer,2024-11-17 14:37:00,55.3,44.5,App,Active,NORTH,Contract,10,82.7,3.48,Night,1,Diesel,South,2024-05-10 17:28:00,57.9,85919,Active,v2.2,Airport Hub,Airport,Dispatch,71,,,,,,,,,,,,,,,,268.56666666666666,0.07210119915113394
DL00701,O00440,D077,V084,H08,2024-12-03 03:36:00,2024-12-04 09:00:24,Failed,12.65,0,0,5.0,10.83,C0032,Passenger,2024-12-03 02:05:00,12,East,East,High,56.81,App,0,56.81,69,West,Consumer,2024-06-17 10:09:00,85.0,40.5,Phone,Dormant,South,FullTime,8,64.9,3.68,Morning,1,CargoVan,Riverside,2024-12-23 06:28:00,47.6,53872,InRepair,v2.1,Midtown Relay,Central,Charging,63,CP0192,O00440,AppIssue,Email,Medium,2024-12-15 02:05:00,Resolved,2.0,18.72,,,,,,,1764.4,0.6736825956891923
DL00701,O00440,D077,V084,H08,2024-12-03 03:36:00,2024-12-04 09:00:24,Failed,12.65,0,0,5.0,10.83,C0032,Passenger,2024-12-03 02:05:00,12,East,East,High,56.81,App,0,56.81,69,West,Consumer,2024-06-17 10:09:00,85.0,40.5,Phone,Dormant,South,FullTime,8,64.9,3.68,Morning,1,CargoVan,Riverside,2024-12-23 06:28:00,47.6,53872,InRepair,v2.1,Midtown Relay,Central,Charging,63,CP0221,O01034,Delay,Email,Low,2025-06-24 08:43:00,Resolved,11.0,8.34,,,,,,,1764.4,0.6736825956891923
DL00702,O00143,D104,V086,H06,2025-03-07 13:02:00,2025-03-08 13:13:35,OnTime,18.33,2,0,4.86,10.36,C0545,Passenger,2025-03-07 11:30:00,24,Ctr,CENTRAL,Medium,69.38,App,0,69.38,18,SOUTH,Consumer,2024-07-05 12:10:00,66.9,72.4,App,Active,WEST,FullTime,15,87.7,3.45,Morning,1,EV,CENTRAL,2024-02-25 07:56:00,82.8,42307,Scheduled,v2.2,Airport Hub,Airport,Dispatch,71,CP0014,O00980,Billing,Chatbot,Medium,2024-11-30 23:02:00,Resolved,14.0,7.08,,,,,,,1451.5833333333333,0.5897017463117793
DL00702,O00143,D104,V086,H06,2025-03-07 13:02:00,2025-03-08 13:13:35,OnTime,18.33,2,0,4.86,10.36,C0545,Passenger,2025-03-07 11:30:00,24,Ctr,CENTRAL,Medium,69.38,App,0,69.38,18,SOUTH,Consumer,2024-07-05 12:10:00,66.9,72.4,App,Active,WEST,FullTime,15,87.7,3.45,Morning,1,EV,CENTRAL,2024-02-25 07:56:00,82.8,42307,Scheduled,v2.2,Airport Hub,Airport,Dispatch,71,CP0061,O00980,DriverBehaviour,Phone,Medium,2024-12-07 23:02:00,AwaitingCustomer,11.0,52.16,,,,,,,1451.5833333333333,0.5897017463117793
DL00702,O00143,D104,V086,H06,2025-03-07 13:02:00,2025-03-08 13:13:35,OnTime,18.33,2,0,4.86,10.36,C0545,Passenger,2025-03-07 11:30:00,24,Ctr,CENTRAL,Medium,69.38,App,0,69.38,18,SOUTH,Consumer,2024-07-05 12:10:00,66.9,72.4,App,Active,WEST,FullTime,15,87.7,3.45,Morning,1,EV,CENTRAL,2024-02-25 07:56:00,82.8,42307,Scheduled,v2.2,Airport Hub,Airport,Dispatch,71,CP0259,O00959,AppIssue,App,Medium,2024-08-13 18:39:00,AwaitingCustomer,12.0,14.36,,,,,,,1451.5833333333333,0.5897017463117793
DL00703,O01098,D136,V020,H06,2025-04-24 09:34:00,2025-04-24 15:44:51,Delayed,11.16,1,0,2.82,12.56,C0093,Retail,2025-04-24 07:39:00,2,North,Riverside,Low,17.79,Web,0,17.79,48,North,Consumer,2024-08-16 17:34:00,41.2,56.3,App,Active,Airport,FullTime,4,89.5,3.99,Evening,1,Hybrid,Riverside,2024-10-26 11:25:00,82.3,187051,Scheduled,v2.1,Airport Hub,Airport,Dispatch,71,CP0126,O00369,Delay,App,Medium,2024-10-04 12:27:00,Open,15.0,12.62,I0259,ProofMissing,2025-04-24 11:49:00,Critical,Open,9.6,370.85,0.3995608652297308
DL00704,O01009,D058,V084,H08,2024-06-01 06:49:00,2024-06-01 07:25:55,OnTime,1.84,0,0,4.35,5.9,C0545,Passenger,2024-06-01 04:33:00,4,East,Riverside,Medium,167.86,Web,1,167.86,18,SOUTH,Consumer,2024-07-05 12:10:00,66.9,72.4,App,Active,AIRPORT,FullTime,9,82.7,4.27,Flexible,1,CargoVan,Riverside,2024-12-23 06:28:00,47.6,53872,InRepair,v2.1,Midtown Relay,Central,Charging,63,CP0014,O00980,Billing,Chatbot,Medium,2024-11-30 23:02:00,Resolved,14.0,7.08,,,,,,,36.916666666666664,0.2099108946332234
DL00704,O01009,D058,V084,H08,2024-06-01 06:49:00,2024-06-01 07:25:55,OnTime,1.84,0,0,4.35,5.9,C0545,Passenger,2024-06-01 04:33:00,4,East,Riverside,Medium,167.86,Web,1,167.86,18,SOUTH,Consumer,2024-07-05 12:10:00,66.9,72.4,App,Active,AIRPORT,FullTime,9,82.7,4.27,Flexible,1,CargoVan,Riverside,2024-12-23 06:28:00,47.6,53872,InRepair,v2.1,Midtown Relay,Central,Charging,63,CP0061,O00980,DriverBehaviour,Phone,Medium,2024-12-07 23:02:00,AwaitingCustomer,11.0,52.16,,,,,,,36.916666666666664,0.2099108946332234
DL00704,O01009,D058,V084,H08,2024-06-01 06:49:00,2024-06-01 07:25:55,OnTime,1.84,0,0,4.35,5.9,C0545,Passenger,2024-06-01 04:33:00,4,East,Riverside,Medium,167.86,Web,1,167.86,18,SOUTH,Consumer,2024-07-05 12:10:00,66.9,72.4,App,Active,AIRPORT,FullTime,9,82.7,4.27,Flexible,1,CargoVan,Riverside,2024-12-23 06:28:00,47.6,53872,InRepair,v2.1,Midtown Relay,Central,Charging,63,CP0259,O00959,AppIssue,App,Medium,2024-08-13 18:39:00,AwaitingCustomer,12.0,14.36,,,,,,,36.916666666666664,0.2099108946332234
DL00705,O00084,D010,V061,H03,2025-05-13 08:46:00,2025-05-14 05:31:07,Failed,15.18,2,0,4.04,12.68,C0103,Passenger,2025-05-13 06:02:00,4,West,North,High,157.73,Phone,1,157.73,20,AIRPORT,Consumer,2024-12-18 14:51:00,71.4,74.2,Web,Active,West,FullTime,8,70.0,3.95,Evening,1,Diesel,South,2025-08-06 20:40:00,60.3,126438,Active,v2.2,East Dock,East,Warehouse,74,,,,,,,,,,,,,,,,1245.1166666666666,0.334272327478203
DL00706,O00625,D164,V117,H08,2025-07-12 06:16:00,2025-07-13 05:40:23,OnTime,15.14,0,0,4.37,11.27,C0376,Business,2025-07-12 06:05:00,24,West,SOUTH,Medium,77.48,Phone,1,77.48,40,South,SME,2025-05-31 02:13:00,61.3,46.8,Phone,Active,Central,FullTime,5,76.1,4.07,Flexible,1,Hybrid,SOUTH,2025-01-11 11:13:00,65.5,163683,Scheduled,v2.2,Midtown Relay,Central,Charging,63,,,,,,,,,,I0222,AppSyncError,2025-07-12 06:38:00,Medium,PendingVendor,11.5,1404.3833333333334,0.4770301194037483
DL00707,O00514,D022,V013,H02,2025-11-12 08:13:00,2025-11-12 08:13:00,OnTime,9.89,1,0,4.15,16.04,C0280,Passenger,2025-11-12 07:25:00,2,East,CENTRAL,Low,126.79,Phone,0,126.79,58,Airport,SME,2025-01-31 06:58:00,55.5,98.2,Phone,Active,EAST,FullTime,9,68.7,3.36,Flexible,1,CargoVan,WEST,2025-07-17 18:07:00,68.3,153106,Scheduled,v2.0,South Link,South,Dispatch,78,,,,,,,,,,I0247,RouteDeviation,2025-11-12 10:47:00,Critical,Open,11.5,0.0,0.1
DL00708,O00323,D089,V035,H07,2024-11-01 15:56:00,2024-11-01 20:54:40,OnTime,7.15,1,0,4.49,3.79,C0487,Retail,2024-11-01 15:13:00,4,South,north,Low,22.09,Phone,0,22.09,61,East,SME,2024-06-15 04:00:00,63.9,88.5,Web,Active,Ctr,FullTime,2,71.1,4.57,Night,1,CargoVan,East,2025-07-03 09:34:00,83.6,73804,Active,v2.0,Riverside Hub,Riverside,Warehouse,66,,,,,,,,,,,,,,,,298.6666666666667,0.0801820459717215
DL00709,O00580,D125,V020,H02,2024-02-12 07:41:00,2024-02-12 10:11:17,Delayed,14.43,1,1,4.39,8.47,C0461,Retail,2024-02-12 06:39:00,1,West,Riverside,Critical,78.71,App,0,78.71,55,EAST,Consumer,2025-12-27 19:22:00,54.5,76.2,App,Active,NORTH,PartTime,15,90.5,4.07,Morning,1,Hybrid,Riverside,2024-10-26 11:25:00,82.3,187051,Scheduled,v2.1,South Link,South,Dispatch,78,,,,,,,,,,,,,,,,150.28333333333333,0.04034606632405205
DL00710,O00262,D116,V119,H06,2024-02-28 06:22:00,2024-02-28 07:32:37,OnTime,1.39,2,0,4.12,12.47,C0265,Passenger,2024-02-28 04:38:00,6,Central,Central,High,151.47,Phone,1,151.47,26,EAST,Consumer,2025-09-06 04:21:00,55.8,25.4,App,Active,CENTRAL,FullTime,4,58.2,4.19,Morning,1,EV,RiverSide,2025-08-17 06:19:00,67.6,215407,InRepair,v2.1,Airport Hub,Airport,Dispatch,71,,,,,,,,,,,,,,,,70.61666666666666,0.018958221472220087
DL00711,O00484,D028,V120,H08,2024-03-10 14:43:00,2024-03-11 13:39:05,OnTime,16.19,3,0,3.77,8.83,C0152,Parcel,2024-03-10 13:36:00,24,East,RiverSide,Critical,134.61,App,0,134.61,61,West,Consumer,2025-06-30 15:32:00,66.2,63.3,App,Dormant,North,FullTime,11,83.0,4.07,Flexible,1,EV,CENTRAL,2025-05-02 16:13:00,73.6,192246,Active,v2.0,Midtown Relay,Central,Charging,63,,,,,,,,,,,,,,,,1376.0833333333333,0.36943251259236526
DL00712,O01056,D134,V012,H07,2024-12-20 00:40:00,2024-12-20 11:07:55,Delayed,11.83,1,0,4.95,3.1,C0203,Retail,2024-12-19 22:48:00,4,East,AIRPORT,Medium,111.26,Phone,1,111.26,33,Ctr,Consumer,2025-06-01 17:12:00,59.6,66.8,App,Active,South,PartTime,4,61.5,3.59,Flexible,1,Hybrid,SOUTH,2024-04-15 00:26:00,56.2,52021,Active,v2.1,Riverside Hub,Riverside,Warehouse,66,,,,,,,,,,,,,,,,627.9166666666666,0.16857469765539104
DL00713,O00728,D044,V039,H03,2024-10-21 06:15:00,2024-10-22 04:27:26,OnTime,21.4,0,0,4.63,26.99,C0610,Parcel,2024-10-21 04:41:00,24,South,RiverSide,Low,50.95,App,0,50.95,55,South,Consumer,2025-12-03 16:16:00,65.3,73.5,App,Active,AIRPORT,FullTime,11,79.4,4.05,Night,1,EV,EAST,2025-01-01 01:38:00,69.5,37024,InRepair,v1.9,East Dock,East,Warehouse,74,CP0135,O00782,Delay,App,Medium,2024-04-28 01:47:00,Escalated,12.0,21.82,,,,,,,1332.4333333333334,0.5577139423691545
DL00714,O00078,D140,V110,H04,2025-10-06 05:23:00,2025-10-06 11:04:38,OnTime,10.21,0,0,4.53,20.77,C0434,Parcel,2025-10-06 03:35:00,6,West,Riverside,Medium,94.04,App,0,94.04,62,EAST,Consumer,2024-04-08 13:31:00,45.0,46.0,Web,Active,North,FullTime,7,80.1,3.92,Morning,1,EV,East,2025-03-22 01:17:00,85.1,63717,Active,v2.1,West Gate,West,Dispatch,69,,,,,,,,,,I0150,ProofMissing,2025-10-06 08:55:00,Medium,PendingVendor,3.1,341.6333333333333,0.19171716396921581
DL00715,O00621,D148,V098,H02,2025-05-15 19:44:00,2025-05-16 16:03:00,Delayed,37.21,2,0,4.05,18.77,C0026,Parcel,2025-05-15 19:01:00,12,Airport,Airport,Medium,103.8,App,0,103.8,34,NORTH,Enterprise,2024-09-11 05:44:00,70.6,74.8,Phone,Active,CENTRAL,PartTime,10,53.1,4.4,Flexible,1,Diesel,WEST,2025-12-29 15:01:00,69.7,73011,Active,v2.1,South Link,South,Dispatch,78,CP0227,O00621,DriverBehaviour,Phone,Medium,2025-05-17 19:01:00,Resolved,8.0,9.16,,,,,,,1219.0,0.5272608729002071
DL00715,O00621,D148,V098,H02,2025-05-15 19:44:00,2025-05-16 16:03:00,Delayed,37.21,2,0,4.05,18.77,C0026,Parcel,2025-05-15 19:01:00,12,Airport,Airport,Medium,103.8,App,0,103.8,34,NORTH,Enterprise,2024-09-11 05:44:00,70.6,74.8,Phone,Active,CENTRAL,PartTime,10,53.1,4.4,Flexible,1,Diesel,WEST,2025-12-29 15:01:00,69.7,73011,Active,v2.1,South Link,South,Dispatch,78,CP0312,O00341,Delay,App,Medium,2024-12-23 20:58:00,Open,12.0,19.78,,,,,,,1219.0,0.5272608729002071
DL00716,O00221,D158,V074,H08,2024-10-06 05:06:00,2024-10-06 15:10:08,OnTime,3.43,1,0,3.66,8.24,C0298,Parcel,2024-10-06 02:32:00,12,South,Airport,Medium,16.07,Phone,0,16.07,63,north,Consumer,2024-03-07 12:24:00,66.9,88.6,App,Dormant,Central,FullTime,5,81.4,4.45,Morning,1,CargoVan,EAST,2025-06-05 03:01:00,62.4,18034,Active,v2.1,Midtown Relay,Central,Charging,63,,,,,,,,,,,,,,,,604.1333333333333,0.16218966531154916
DL00717,O00530,D106,V016,H01,2024-03-31 08:10:00,2024-03-31 16:23:04,Delayed,28.07,3,0,4.26,17.52,C0618,Medical,2024-03-31 06:08:00,4,Airport,NORTH,Low,45.66,App,1,45.66,64,Airport,Consumer,2024-09-01 12:58:00,68.4,72.1,Phone,Active,Central,Contract,12,71.9,3.66,Morning,1,EV,WEST,2024-10-13 19:38:00,63.5,84395,Active,v2.1,North Exchange,North,Dispatch,82,CP0011,O00437,Delay,App,Medium,2025-09-29 06:54:00,Open,15.0,19.97,,,,,,,493.06666666666666,0.3323719669658153
DL00717,O00530,D106,V016,H01,2024-03-31 08:10:00,2024-03-31 16:23:04,Delayed,28.07,3,0,4.26,17.52,C0618,Medical,2024-03-31 06:08:00,4,Airport,NORTH,Low,45.66,App,1,45.66,64,Airport,Consumer,2024-09-01 12:58:00,68.4,72.1,Phone,Active,Central,Contract,12,71.9,3.66,Morning,1,EV,WEST,2024-10-13 19:38:00,63.5,84395,Active,v2.1,North Exchange,North,Dispatch,82,CP0031,O00886,Billing,Phone,Medium,2024-12-11 11:04:00,Escalated,2.0,30.35,,,,,,,493.06666666666666,0.3323719669658153
DL00718,O00945,D067,V081,H01,2025-11-10 15:32:00,2025-11-11 06:12:24,Delayed,9.2,0,0,2.3,15.84,C0567,Retail,2025-11-10 12:53:00,6,North,north,Medium,155.97,App,0,155.97,74,East,Consumer,2024-02-18 04:31:00,79.7,64.9,App,Active,WEST,FullTime,11,77.0,4.84,Morning,1,EV,West,2024-12-28 08:10:00,86.6,165481,Active,v2.2,North Exchange,North,Dispatch,82,CP0253,O00012,AppIssue,App,Medium,2024-01-25 12:45:00,Resolved,13.0,22.73,,,,,,,880.4,0.43635805783539156
DL00719,O00138,D124,V020,H08,2025-10-02 07:02:00,2025-10-02 12:15:45,Delayed,16.1,1,0,3.88,18.38,C0149,Business,2025-10-02 04:25:00,2,South,AIRPORT,Medium,99.38,Phone,0,99.38,63,north,Consumer,2025-09-19 16:38:00,58.7,100.0,App,Active,north,FullTime,4,70.6,3.78,Night,1,Hybrid,Riverside,2024-10-26 11:25:00,82.3,187051,Scheduled,v2.1,Midtown Relay,Central,Charging,63,,,,,,,,,,,,,,,,313.75,0.08423141827107462
DL00720,O01179,D097,V102,H06,2025-10-13 21:10:00,2025-10-14 08:32:17,Delayed,9.37,1,0,3.0,9.84,C0207,Passenger,2025-10-13 18:48:00,6,Riverside,CENTRAL,High,64.87,App,0,64.87,54,Central,Consumer,2025-05-21 17:53:00,65.7,72.4,App,Active,West,FullTime,2,79.1,4.48,Flexible,1,EV,West,2024-10-24 12:35:00,77.0,198326,Active,v2.0,Airport Hub,Airport,Dispatch,71,CP0320,O01179,MissedPickup,Email,Medium,2025-10-16 18:48:00,Resolved,1.0,1.97,I0246,TemperatureIssue,2025-10-13 23:28:00,High,Escalated,8.2,682.2833333333333,0.48317033571118095
DL00721,O00742,D086,V017,H04,2025-08-27 17:58:00,2025-08-28 08:37:04,Delayed,29.21,1,0,3.51,23.07,C0017,Passenger,2025-08-27 17:38:00,12,Airport,West,Critical,45.26,App,0,45.26,30,South,SME,2025-11-29 05:06:00,72.1,55.4,App,Active,north,PartTime,14,70.6,5.0,Flexible,1,Hybrid,RiverSide,2024-04-23 12:54:00,82.4,169703,InRepair,v2.2,West Gate,West,Dispatch,69,,,,,,,,,,,,,,,,879.0666666666667,0.23600010227301782
